61 8.1 0 0.1 129.17 69.3 10.5 50
62 11.5 0.92 0.1 129.17 65.3 10.5 50
63 7.7 0.4 0.1 129.17 79.3 10.5 50
64 8.4 1.76 0.1 129.17 74.3 10.5 50
65 9.8 0.68 0.1 129.17 63.3 10.5 50
66 7.1 0.56 0.1 129.17 95.5 10.5 50
67 10.8 0.04 0.6 129.17 98 10.5 50
68 11.5 0 2 129.17 74.5 10.5 50
69 12.8 0 1.9 129.17 64.8 10.5 50
70 13.4 0 1.3 129.17 56.5 10.5 50
71 10.6 0.74 2.2 129.17 95.5 10.5 50
72 11.5 0 1.6 129.17 71 10.5 50
73 10.9 0 1.1 129.17 62.8 10.5 50
74 9.3 0 2.3 129.17 78.8 10.5 50
75 12.2 0 1.7 129.17 62.5 10.5 50
76 8.7 0 1.1 129.17 78.8 10.5 50
77 8.3 0 3.4 129.17 90.8 10.5 50
78 10.5 0 3.5 129.17 90.3 10.5 50
79 9.8 0.04 3 129.17 85.5 10.5 50
80 8.6 0.94 1.8 129.17 82.8 10.5 50
81 5.6 1.14 2.3 129.17 92 10.5 50
82 5.4 0.78 2 129.17 82 10.5 50
83 7.3 0.02 2.9 129.17 74.8 10.5 50
84 11.4 0 4.4 129.17 71.5 10.5 50
85 11.6 0 2.8 129.17 59.3 10.5 50
86 12.7 0 2.4 129.17 50.5 10.5 50
87 12.2 0 1.5 129.17 74 10.5 50
88 13.6 0 1.2 129.17 53.5 10.5 50
89 15.2 0 1.6 129.17 52 10.5 50
90 12.4 0.02 2.4 129.17 76 10.5 50
91 10.2 0.42 2.6 129.17 76 10.5 50
92 10.6 0 1.4 129.17 70.3 10.5 50
93 11.7 0 0.9 129.17 58.3 10.5 50
94 10.3 0.28 1.4 129.17 69 10.5 50
95 11.9 0 1.4 129.17 73.8 10.5 50
96 10.7 0 1.7 129.17 50.8 10.5 50
97 11.6 0 2.4 129.17 47 10.5 50
98 16.5 0 2.7 129.17 47.3 10.5 50
99 16.8 0 1.4 129.17 55.5 10.5 50
100 14 0 1.2 129.17 66 10.5 50
101 12 0 1.5 129.17 47 10.5 50
102 12.1 0 1.2 129.17 41.8 10.5 50
103 12.6 0 1.3 129.17 61.3 10.5 50
104 11.8 0 1.4 129.17 61.3 10.5 50
105 10.9 0 1.2 129.17 70 10.5 50
106 11.8 0 1.2 129.17 58 10.5 50
107 10.8 0 1 129.17 57.8 10.5 50
108 11 0 1.8 129.17 36.3 10.5 50
109 8.5 0 2.3 129.17 39.5 10.5 50
110 8.1 0 3.2 129.17 31.8 10.5 50
111 10.9 0 3 129.17 21.8 10.5 50
112 13.9 0 1.9 129.17 29.3 10.5 50
113 13.1 0 3.2 129.17 41 10.5 50
114 12.7 0 1.5 129.17 37.8 10.5 50
115 8.4 0.28 1.2 129.17 86.8 10.5 50
116 6.6 0 1.4 129.17 50.8 10.5 50
117 6.1 0.08 0.3 129.17 51.5 10.5 50
118 7.4 0 1 233.33 50.3 10.5 43.2
119 11.3 0 2.4 325 39.3 11.8 43.5
120 10 0.9 4.1 129.17 93 9.5 43.3
121 9 0.74 3.5 212.5 58.8 10.3 44.6
122 11.5 0.08 1.4 220.83 72.8 10.8 46.2
123 11.3 0 1.2 229.17 58 9.8 46.1
124 10.9 0 2.3 295.83 66 12.5 46
125 14.8 0.16 4.6 225 52 9.8 46.1
126 13.6 0.74 4.6 191.67 77.5 10.3 47.4
127 12.9 0 2 170.83 73.5 10.5 47
128 12.6 0 1.7 295.83 59 12.8 46.9
129 12.7 0 4.4 300 52.8 12.3 46.8
130 13.4 0.06 3.1 162.5 64.5 12.5 46.5
131 14.2 0.72 2.9 187.5 86.3 9.3 46.7
132 14.4 0 2.1 262.5 74.5 12.3 47
133 13.8 0 2 250 68.3 12.3 46.7
134 14.6 0 2.1 287.5 61.3 11.8 46.7
135 18.7 0 1.6 320.83 43.3 13 46.7
136 22.5 0 1.5 325 35.8 11.5 47.1
137 19.1 0.36 1.8 166.67 56 10 46.6
138 12.9 1.16 1.8 70.833 97.3 7 47.2
139 10.4 0.68 2.3 225 75.3 10.5 48.7
140 11.6 0 1.5 245.83 71.5 12.3 48.5
141 15.5 0 3 350 48.5 12.8 48.3
142 17.4 0 2 241.67 68.8 13 48.2
143 16.9 0 0.9 300 72.3 12.3 48
144 20.9 0 2.5 354.17 50 13.3 48
145 22.9 0 4.8 362.5 43.5 13.3 47.7
146 24.2 0 2.7 354.17 43.3 13.3 47.3
147 22.5 0 1.5 295.83 52.3 13.3 46.8
148 24.4 0 1.8 316.67 38.5 12.5 46.5
149 19 0.08 1.7 125 94 8 45.7
150 18.7 0 1.3 295.83 58.3 12 45.2
151 20.4 0 1.7 308.33 46.3 12.5 45.2
152 21.6 0 1.5 241.67 51.5 13 45.1
153 21.7 0 1.8 337.5 46.5 12.8 44.9
154 16.6 1.12 1.4 116.67 78.8 10.3 44.6
155 15.1 0 1.3 287.5 55 12.5 44.9
156 15.5 0.32 2.4 291.67 59.3 12 44.6
157 14.1 0.3 4.4 270.83 58 12.3 44.5
158 14.8 0 2.2 295.83 55.8 11.8 44.4
159 19.9 0.5 1.9 333.33 42 13 44.7
160 18.2 0.06 2.2 312.5 60.3 12.3 45.2
161 20.5 0 1.2 366.67 41.3 13.5 45
162 21.9 0 1.5 287.5 40 12.8 45.2
163 18.8 0 1.1 370.83 43 13 45
164 20.5 0 2.2 241.67 43.8 10.5 44.8
165 23.9 0 1.8 287.5 48.5 12.8 44.9
166 22.7 0 2.1 350 41.5 13 44.9
167 20.1 0 1.1 366.67 40 13.5 44.5
168 23 0 2.8 370.83 38 13.5 44.5
169 26 0 4 370.83 35.5 13.5 44.7
170 29.2 0 2.4 362.5 33 13.5 44.7
171 27.3 0 2 341.67 40.5 13 44.7
172 25.9 0 1.7 345.83 34.8 13.3 44.4
173 23.3 0 2 320.83 32.5 12.5 43.9
174 20.8 0 2.4 283.33 49 12 43.6
175 19.3 0 2.4 316.67 46.8 13.5 43.2
176 19.5 0 1.6 200 66 13.3 42.9
177 21.6 0 1.6 137.5 51.3 12.5 42.8
178 19.6 0.14 2.1 179.17 50.3 8.8 42.7
179 18.1 1.1 2.6 245.83 78 12.5 42.9
180 15.2 1.4 3.6 200 89.5 9.8 44.4
181 14.4 0.66 3.2 150 82.3 9.8 47.4
182 15.9 0.02 2 129.17 68 10.3 47.6
183 15.9 0.28 2.3 116.67 97.3 10.8 47.6
184 19.1 0 2 283.33 57 11.5 48
185 22.2 0 1.7 362.5 48.3 13.5 47.9
186 26.7 0 2.6 325 39.8 13.5 47.9
187 23.2 0.06 1.9 258.33 64 10.3 47.6
188 24.3 0 1.4 320.83 51.8 12.3 47.3
189 25.2 0.1 1.5 233.33 61 9.5 46.9
190 24.8 0.84 1.7 237.5 53.3 10.8 46.5
191 19.7 0.74 3.7 212.5 71.3 11 47.2
192 19.2 0.02 3.2 270.83 51.5 11.8 46.7
193 19.2 0.16 4.1 141.67 76.3 9.5 46.5
194 19 0 2.6 166.67 68.8 12 46
195 19.4 0 2 341.67 49.8 12.5 46
196 20.3 0 1.3 354.17 46.5 13.3 45.9
197 24.2 0 1.4 345.83 38 13.3 45.8
198 26.7 0 2.9 337.5 43.8 13 45.6
199 27.9 0 3.3 320.83 37.3 11.8 45.6
200 21.3 0 3.7 104.17 67.5 9.3 44.8
201 18.6 0.16 3.9 250 61.8 12 44.3
202 17.3 0 3.3 225 44.8 12 43.8
203 18.1 0.96 4 212.5 74 11 45
204 17.8 0.3 3.9 162.5 57.5 9 45
205 18.6 0 2.9 237.5 61.8 11.5 44.9
206 18 0 2.5 183.33 68.3 10.8 44.5
207 17.7 0.24 3.1 104.17 94 8.3 44.4
208 19.5 0.22 4.8 237.5 77.8 10.5 44.7
209 18.3 0 2.8 237.5 58 12.8 44.5
210 20.7 0 3.2 220.83 66 12.3 44.5
211 20.6 0.04 4.3 220.83 52.5 11.3 44.5
