62 0.2895
64 0.33
66 0.3
67 0.355
69 0.31
70 0.28
72 0.3
74 0.25
75 0.26
78 0.26
80 0.31
82 0.28
83 0.2705
85 0.26
86 0.24
88 0.22
91 0.25
94 0.22
96 0.23
98 0.21
99 0.18
101 0.17
102 0.14
104 0.16
106 0.14
107 0.14
110 0.119
112 0.11
114 0.12
115 0.11
117 0.16
118 0.14
122 0.24
123 0.21
126 0.21
128 0.19
130 0.18
131 0.23
133 0.2
134 0.16
136 0.15
138 0.23475
139 0.22
142 0.1805
144 0.17
146 0.15
147 0.13
149 0.13
152 0.13
154 0.13
155 0.18
158 0.18
160 0.22
163 0.15125
165 0.14
166 0.12125
168 0.11
170 0.1
171 0.11
174 0.09925
176 0.07
178 0.1
179 0.27
182 0.26
186 0.22
187 0.2
190 0.18
192 0.23
195 0.19
197 0.16
198 0.14
200 0.12
