61 0.28
63 0.29917
66 0.31
67 0.3
69 0.3
71 0.28
72 0.27333
74 0.28833
75 0.27
77 0.26
79 0.27
80 0.27
82 0.26
83 0.27083
85 0.26
87 0.24
88 0.22
91 0.21
93 0.2
95 0.2
96 0.19
98 0.17
99 0.15
101 0.14
103 0.15
104 0.135
106 0.15083
107 0.17
109 0.15
111 0.14
112 0.15
114 0.12
115 0.15
117 0.13
119 0.18
122 0.18333
123 0.19
125 0.2
127 0.25
128 0.22
130 0.1975
131 0.18
133 0.2
135 0.19
136 0.19
138 0.21833
139 0.23
141 0.20667
143 0.18
144 0.17
146 0.14
147 0.13
149 0.13
152 0.1
154 0.15
155 0.14
157 0.2
159 0.16
160 0.14833
163 0.14
165 0.11
167 0.09
168 0.09
170 0.06
171 0.07
173 0.09
175 0.068333
176 0.1
178 0.07
179 0.13
183 0.19667
186 0.15
187 0.14917
189 0.17
191 0.22
192 0.21667
195 0.19
197 0.19
199 0.18
200 0.18
