62 0.31
64 0.37
66 0.31862
67 0.35103
69 0.3
70 0.3
72 0.34
74 0.27034
75 0.29
78 0.29
80 0.34
82 0.3
83 0.30897
85 0.28
86 0.27
88 0.24
91 0.28
94 0.24
96 0.23
98 0.22
99 0.19
101 0.19
102 0.17
104 0.17069
106 0.18
107 0.15
110 0.13241
112 0.13
114 0.13
115 0.12
117 0.17
118 0.15
122 0.24
123 0.21
126 0.21069
128 0.2
130 0.19
131 0.25
133 0.19
134 0.19
136 0.16172
138 0.24
139 0.23414
142 0.2
144 0.17
146 0.17
147 0.15517
149 0.15
152 0.14
154 0.13
155 0.17
158 0.19
160 0.21241
163 0.13862
165 0.14
166 0.13
168 0.11
170 0.11
171 0.11
174 0.1
176 0.08
178 0.11
179 0.26
182 0.26
186 0.21
187 0.19
190 0.18
192 0.21
195 0.19
197 0.15
198 0.15
200 0.12
