61 6.3 0.1 5.5 66.667 56.8 3.8 -9999
62 6 0 2.2 116.67 42 8 -9999
63 9.5 0 1 129.17 43.5 8 -9999
64 7.8 0 3.6 87.5 56.8 6.5 -9999
65 4.6 0.58 1.8 50 79.8 4.8 -9999
66 2.8 0.62 2.1 29.167 91.8 0.3 -9999
67 5.3 0.36 3.5 95.833 67 7 -9999
68 6.9 0.44 2.7 108.33 68.8 7.8 -9999
69 5.7 0.42 3.9 100 68.8 6.3 -9999
70 3.9 0 1.2 91.667 67.8 8.5 -9999
71 2.5 0 0.8 150 54.3 8.8 -9999
72 4.1 0 0.8 137.5 47.3 8.3 -9999
73 6.8 0 1.9 112.5 64.8 7.3 -9999
74 8.5 0 2.7 145.83 55 8.8 -9999
75 7.1 0 1.6 166.67 56.3 9.3 -9999
76 7.9 0.04 3.1 75 64.3 7.3 -9999
77 6.2 0.98 4.7 54.167 85.8 4 -9999
78 7.1 0.42 2.5 50 93.3 4.5 -9999
79 10.9 0 4.6 116.67 73.3 7.3 -9999
80 9 0.38 3.4 75 83.5 6.8 -9999
81 6.4 0 1.1 108.33 62.8 7.8 -9999
82 6.4 0.02 1 79.167 78.8 6.5 -9999
83 7.2 0 1.1 187.5 55.5 10 -9999
84 6.6 0 1.2 179.17 45.5 9.5 -9999
85 6.4 0 0.8 200 48.8 10.3 -9999
86 8.6 0 0.7 208.33 39.5 10.3 -9999
87 12.2 0 1.7 212.5 34.3 10.3 -9999
88 12.4 0 2.5 116.67 59.3 7.5 -9999
89 13.2 0 1.6 166.67 64.5 9 -9999
90 14.8 0 1.4 204.17 47.3 10 -9999
91 15.8 0 1.1 208.33 49.3 9.8 -9999
92 11.4 0 1.7 100 84 9.3 -9999
93 9.9 0 1.6 154.17 79.8 8 -9999
94 6.7 0.1 0.9 37.5 94.8 1 -9999
95 8.5 0 2.3 129.17 69 8.8 -9999
96 7.4 0 3.8 212.5 57 10 -9999
97 7.8 0.18 3.5 50 92 3.8 -9999
98 10.4 0 1.7 104.17 73.3 7.5 -9999
99 11.9 0 0.7 233.33 61.3 10.8 -9999
100 12.4 0 2.9 208.33 43.3 9.8 -9999
101 7 0 2.4 104.17 61 7.8 -9999
102 9.4 0.38 3.6 162.5 60.5 7.8 43.3
103 8.2 0.06 2.8 133.33 64.5 8.5 43.3
104 8.2 0 1.9 229.17 58 10.5 44.1
105 8.8 0.02 2.6 104.17 67.5 8.3 44.5
106 6.3 0 2.7 191.67 66.5 10.8 44.2
107 4.6 0.76 1.6 108.33 76 7.3 44.8
108 3.3 0.36 1.6 108.33 87 6.8 45.5
109 2.2 0 1.2 166.67 63 10.3 46
110 2.1 0 1.3 212.5 52 10.3 45.9
