61 6.19999 0.12 6.3 116.67 10 8.3 10
62 6.1 0 2.5 104.17 10 8 10
63 6.1 0 2.3 125 10 8.3 10
64 6.1 0.06 4.7 104.17 10 6.8 10
65 6.1 0.24 4.2 70.833 10 6 10
66 6.1 0 3.2 75 10 7 10
67 6.1 0.42 4 58.333 10 7 10
68 6.1 1.04 2.7 58.333 10 3.5 10
69 6.1 0 3.1 116.67 56.3 8.3 52.8
70 4.8 0 1.4 141.67 51 9.3 48.4
71 5.5 0 2.1 187.5 44.8 9.5 47.4
72 5 0 1.4 158.33 48.3 8.5 46.5
73 7.3 0 1.8 170.83 55.8 9 46.6
74 9.1 0 2 104.17 63.5 8.8 46.1
75 9.2 0 1.2 187.5 41.5 10 45.5
76 9.4 0 3 108.33 65.8 8.5 44.2
77 7.9 1.2 5.9 45.833 82.5 3.5 45.8
78 10 0.34 3.9 54.167 87.8 3.8 52.7
79 10.4 0 4 108.33 62.3 8.5 50
80 8.6 0.44 3.8 66.667 78 6.8 49.3
81 5.4 0 1.6 54.167 80.8 5 52.9
82 8.1 0 1.8 108.33 73 8.8 49.9
83 7.8 0 3.4 104.17 72.3 8 48.8
84 8.5 0 3 216.67 39 10.5 47.8
85 8.5 0 2.3 220.83 49.3 10.5 46.3
86 9.8 0 1.8 237.5 34.8 11 46
87 11.3 0 1.5 229.17 38.3 10.8 45.1
88 13.4 0 3.1 191.67 48.8 9.5 43.9
89 13.7 0 1.6 225 52 10.3 43.2
90 15.2 0 1.6 220.83 42 10.3 42.3
91 14.2 0 1.7 204.17 46.5 10 41.8
92 12.8 0 2.9 158.33 73 10 41
93 12.1 0 2.4 170.83 51.5 9.8 40.7
94 9.1 0 2.2 179.17 58 8.8 40
95 8.7 0 2 162.5 54.8 10.3 39.8
96 7.4 0 3.1 150 54 9.3 39.5
97 7.8 0 3 145.83 64.8 9.3 39.3
98 10.4 0 1.3 120.83 70.3 8.8 38.8
99 11.4 0 1 262.5 50.8 11.8 38.9
