61 0.38187
63 0.31125
64 0.31969
66 0.3
67 0.32
71 0.29
72 0.29
74 0.28125
75 0.3
76 0.28
77 0.34687
79 0.35
82 0.31
83 0.31
84 0.29
85 0.26969
87 0.25281
88 0.26781
91 0.29
92 0.25812
93 0.27
95 0.23
96 0.24
98 0.23
99 0.23531
100 0.23
101 0.2025
103 0.21
104 0.2
106 0.21
107 0.24
109 0.21906
111 0.23562
112 0.2
114 0.21
115 0.23438
117 0.2
119 0.2
122 0.19
123 0.2
124 0.21
125 0.2
127 0.21
128 0.2
130 0.19
131 0.18
132 0.17
133 0.28
135 0.2
136 0.22
138 0.20937
139 0.2
140 0.2
141 0.18875
143 0.17625
144 0.15563
146 0.13937
147 0.13
148 0.28
149 0.15
152 0.089063
154 0.11
155 0.14
156 0.11
157 0.11969
159 0.22
160 0.19
163 0.17844
164 0.1575
165 0.11719
167 0.12
168 0.11344
170 0.09
171 0.1075
172 0.079062
173 0.09
175 0.15625
176 0.22
178 0.14
179 0.17906
180 0.19
183 0.18
186 0.17938
187 0.15
189 0.12625
191 0.13
192 0.15
195 0.16875
196 0.2
197 0.2
199 0.13
200 0.18
