61 0.23
63 0.25
64 0.26
66 0.24
68 0.23
69 0.24
71 0.25
74 0.24
76 0.24
77 0.27
79 0.28
80 0.26
82 0.24
84 0.24
85 0.21
87 0.21
92 0.2
93 0.13
95 0.16
96 0.18
98 0.16
100 0.15
101 0.13
103 0.13
106 0.15
108 0.17
109 0.16
111 0.14833
112 0.22
114 0.14
116 0.12
117 0.12
119 0.13
122 0.17
124 0.2
125 0.21
127 0.1875
128 0.18
130 0.14
132 0.17
133 0.15
135 0.14
138 0.11
140 0.17
141 0.14
143 0.13
144 0.12
146 0.115
148 0.13
149 0.1
154 0.13
156 0.12
157 0.1
159 0.12
160 0.11
164 0.11
165 0.06
167 0.1
170 0.09
172 0.08
173 0.08
175 0.08
176 0.11
178 0.079167
180 0.15
183 0.14
186 0.12333
189 0.14
191 0.12
192 0.13
196 0.16
197 0.18
199 0.14
200 0.17
