61 0.28111
63 0.32
64 0.32
65 0.30111
66 0.28
68 0.32
69 0.28
71 0.32
72 0.3
73 0.32
74 0.31111
76 0.29
77 0.28111
79 0.32111
80 0.33
81 0.3
82 0.31
84 0.29
85 0.3
87 0.28
88 0.28
89 0.30111
92 0.29
93 0.24
95 0.27
96 0.26
97 0.25
98 0.29
100 0.25
101 0.23
103 0.29
104 0.23
105 0.24
106 0.24
108 0.27
109 0.23778
111 0.26
112 0.3
113 0.25
114 0.23
117 0.22
119 0.23
121 0.23778
122 0.25
124 0.28
125 0.26
127 0.25
128 0.26222
129 0.22
130 0.22
132 0.24
133 0.22222
135 0.23778
136 0.21
137 0.23222
138 0.20222
140 0.23
141 0.21
143 0.22889
144 0.21
145 0.21
146 0.19
148 0.19
149 0.19
152 0.16222
153 0.17
154 0.16
156 0.21
157 0.19
159 0.21
160 0.18
161 0.2
164 0.19
165 0.16
167 0.19
168 0.2
169 0.19
170 0.16
172 0.16
173 0.14
175 0.2
176 0.2
177 0.19
178 0.18
180 0.21
183 0.22
185 0.2
186 0.2
189 0.2
191 0.20111
192 0.22
193 0.22
196 0.22
197 0.23
199 0.21
200 0.22
