62 0.28
63 0.2871
65 0.27097
66 0.31887
68 0.31
70 0.29484
71 0.3
73 0.27823
74 0.29919
78 0.28
79 0.31
81 0.30419
82 0.29323
84 0.29
86 0.28
87 0.27694
89 0.27194
94 0.24
95 0.24
97 0.25871
98 0.26
100 0.23
102 0.25
103 0.29
105 0.25
106 0.23565
110 0.24677
111 0.23
113 0.25
114 0.22
118 0.22
119 0.22
121 0.22
122 0.23
126 0.22
127 0.2
129 0.19
130 0.18129
132 0.18516
134 0.2
135 0.19
137 0.19
138 0.17
142 0.13
143 0.12
145 0.13
146 0.12
148 0.11
153 0.13484
154 0.14
158 0.18726
159 0.19
161 0.16
164 0.12548
166 0.11
167 0.18
169 0.15
170 0.1279
174 0.19
175 0.1871
177 0.15774
178 0.14
180 0.16
182 0.17565
183 0.2
185 0.18355
186 0.16032
190 0.15
191 0.17
193 0.2
196 0.21
198 0.2
199 0.19
