61 0.31
64 0.3125
66 0.31174
67 0.33
68 0.36
69 0.32
71 0.28
72 0.28
74 0.27
75 0.26
76 0.27
77 0.3
80 0.31179
82 0.27
83 0.27
84 0.3
85 0.26
87 0.24
88 0.24
91 0.27
92 0.26
93 0.23036
96 0.23
98 0.21
99 0.19
100 0.21
101 0.19
103 0.175
104 0.20071
106 0.2
107 0.18
108 0.2
109 0.18
112 0.19
114 0.17
115 0.15
117 0.15
119 0.17
122 0.16
123 0.22
124 0.21
125 0.2
128 0.25
130 0.19
131 0.21
132 0.2
133 0.23
135 0.2
136 0.18
138 0.23
139 0.25
141 0.19
144 0.17
146 0.15
147 0.13
149 0.12
152 0.12
154 0.14
155 0.2
157 0.23
160 0.25
163 0.16
165 0.14
167 0.16
168 0.14
170 0.12
171 0.1
173 0.10714
176 0.08
178 0.17
179 0.25
183 0.23
186 0.18714
187 0.17
189 0.17
192 0.22
195 0.22
197 0.21
199 0.18607
200 0.17
